timestamp,sensor_id,flow_rate,pressure,temperature,ph_level,turbidity,location_x,location_y,status,DQO,OD,coliformes,ecoli,H2S,amonia,qualidade
2025-07-08 19:06:05.251485,Turu,146.23,1.4605320981327894,18.69,7.91,809.76,-44.2474,-2.5379,NORMAL,561.44,1.99,1584,957,0.01,1.74,RUIM
2025-07-08 19:06:05.251485,Sao_Cristovao,170.38,1.6126176762204878,23.74,8.43,662.33,-44.2652,-2.4954,NORMAL,526.33,4.13,1103,340,0.43,3.1,RUIM
2025-07-08 19:06:05.251485,Anil,191.16,1.9716081934469305,30.08,6.76,893.22,-44.2549,-2.5227,NORMAL,449.8,4.85,1644,1088,0.43,1.31,RUIM
2025-07-08 19:06:05.251485,Vinhais,228.04,2.375545552074372,32.21,6.62,484.55,-44.2966,-2.57,NORMAL,473.63,4.76,1958,497,1.03,2.8,MODERADA
2025-07-08 19:06:05.251485,Bequimao,233.58,2.270263702892726,25.05,7.46,861.07,-44.2484,-2.5589,NORMAL,394.55,3.16,2214,135,0.57,3.69,RUIM
2025-07-08 19:06:05.251485,Cohama,262.02,2.6250381356958266,21.2,7.15,786.75,-44.2287,-2.4877,NORMAL,273.89,1.85,2017,801,0.56,4.76,RUIM
2025-07-08 19:06:07.651485,Centro,129.89,1.2943262936391167,25.75,8.17,795.02,-44.2906,-2.515,NORMAL,428.32,4.1,1546,1032,1.73,1.34,RUIM
2025-07-08 19:06:07.651485,Renascenca,151.48,1.3468687640879702,25.16,8.03,131.48,-44.2562,-2.5038,NORMAL,509.41,3.14,993,845,1.96,2.25,RUIM
2025-07-08 19:06:07.651485,Turu,159.66,1.6469286961675014,18.63,7.41,389.93,-44.2474,-2.5379,NORMAL,593.78,3.66,2067,1089,1.03,1.39,RUIM
2025-07-08 19:06:07.651485,Sao_Cristovao,185.81,1.8935445380289502,26.69,7.99,879.13,-44.2652,-2.4954,NORMAL,317.36,1.46,668,1009,0.47,4.45,RUIM
2025-07-08 19:06:07.651485,Anil,202.9,1.9551080867807946,23.88,7.11,386.5,-44.2549,-2.5227,NORMAL,478.44,2.11,1734,690,0.89,3.79,MODERADA
2025-07-08 19:06:07.651485,Vinhais,597.01,5.0,31.74,7.85,78.36,-44.2966,-2.57,VAZAMENTO,576.82,1.87,1626,841,1.39,4.42,RUIM
2025-07-08 19:06:07.651485,Bequimao,222.3,2.14217305366235,28.5,8.25,783.26,-44.2484,-2.5589,NORMAL,350.39,2.7,587,682,1.37,4.97,RUIM
2025-07-08 19:06:07.651485,Cohama,60.54,0.6382915783233867,24.59,8.12,591.25,-44.2287,-2.4877,ENTUPIMENTO,450.84,4.96,916,356,0.23,4.74,RUIM
2025-07-08 19:06:09.451485,Centro,130.61,1.3237645673222411,23.78,7.31,561.64,-44.2906,-2.515,NORMAL,435.42,1.77,588,857,0.88,2.75,RUIM
2025-07-08 19:06:09.451485,Renascenca,141.46,1.382245167061689,31.51,8.32,965.81,-44.2562,-2.5038,NORMAL,235.82,1.35,2164,155,1.59,2.52,RUIM
2025-07-08 19:06:09.451485,Turu,151.04,1.6996219405123048,28.07,7.45,761.28,-44.2474,-2.5379,NORMAL,421.92,1.85,915,620,0.45,4.71,RUIM
2025-07-08 19:06:09.451485,Sao_Cristovao,188.71,1.828040651244503,25.61,7.39,295.58,-44.2652,-2.4954,NORMAL,330.07,2.92,2245,1044,1.99,2.36,RUIM
2025-07-08 19:06:09.451485,Anil,210.82,2.129771498675349,19.17,7.97,234.66,-44.2549,-2.5227,NORMAL,322.82,2.29,1329,895,0.87,4.98,RUIM
2025-07-08 19:06:09.451485,Vinhais,222.86,2.1395755746015155,21.32,6.55,493.92,-44.2966,-2.57,NORMAL,586.88,4.02,1730,438,0.8,1.17,RUIM
2025-07-08 19:06:09.451485,Bequimao,233.07,2.293495521021963,29.55,7.1,856.71,-44.2484,-2.5589,NORMAL,314.21,4.93,2124,211,1.5,1.04,RUIM
2025-07-08 19:06:09.451485,Cohama,259.89,2.6026822148146844,22.91,8.14,352.63,-44.2287,-2.4877,NORMAL,450.69,2.06,1264,323,1.29,3.97,MODERADA
2025-07-08 19:06:11.251485,Centro,119.65,1.2649135398761688,29.08,7.67,366.14,-44.2906,-2.515,NORMAL,210.12,4.14,515,883,0.21,1.28,BOA
2025-07-08 19:06:11.251485,Renascenca,141.23,1.401895453417044,25.63,6.94,873.1,-44.2562,-2.5038,NORMAL,367.43,2.71,2010,108,1.99,2.69,RUIM
2025-07-08 19:06:11.251485,Turu,156.95,1.5542133130883484,21.77,6.5,863.12,-44.2474,-2.5379,NORMAL,485.55,4.13,1572,173,0.42,2.71,RUIM
2025-07-08 19:06:11.251485,Sao_Cristovao,191.97,2.0488577579637632,20.58,8.02,232.87,-44.2652,-2.4954,NORMAL,279.87,4.76,1047,530,1.45,2.55,MODERADA
2025-07-08 19:06:11.251485,Anil,196.0,1.9286709754082243,23.08,7.81,929.79,-44.2549,-2.5227,NORMAL,587.17,1.29,2378,893,0.77,0.5,RUIM
2025-07-08 19:06:11.251485,Vinhais,215.33,2.070553554504609,25.04,7.63,456.97,-44.2966,-2.57,NORMAL,446.69,4.99,1626,515,0.11,1.67,MODERADA
2025-07-08 19:06:11.251485,Bequimao,233.3,2.335017639306377,22.72,7.42,483.1,-44.2484,-2.5589,NORMAL,302.72,2.66,1314,851,1.7,2.83,RUIM
2025-07-08 19:06:11.251485,Cohama,241.88,2.4141151381172103,22.48,7.71,566.3,-44.2287,-2.4877,NORMAL,473.1,3.71,1203,172,1.23,4.84,RUIM
2025-07-08 19:06:13.651485,Centro,111.2,1.14393800575507,19.25,7.94,645.11,-44.2906,-2.515,NORMAL,222.26,1.98,2370,598,1.57,4.21,RUIM
2025-07-08 19:06:13.651485,Renascenca,155.9,1.6110027053085767,30.99,6.54,698.92,-44.2562,-2.5038,NORMAL,367.59,4.56,1595,391,1.85,4.8,RUIM
2025-07-08 19:06:13.651485,Turu,168.54,1.6135997560236248,23.07,7.5,917.06,-44.2474,-2.5379,NORMAL,460.38,2.39,1013,345,0.92,2.85,RUIM
2025-07-08 19:06:13.651485,Sao_Cristovao,164.03,1.5565842098055012,32.89,7.04,916.05,-44.2652,-2.4954,NORMAL,428.59,3.05,1525,559,1.44,1.91,RUIM
2025-07-08 19:06:13.651485,Anil,208.08,2.047210592430894,23.79,7.43,450.14,-44.2549,-2.5227,NORMAL,550.29,4.23,587,492,1.31,2.22,RUIM
2025-07-08 19:06:13.651485,Vinhais,218.71,2.1976801800003423,32.23,8.1,680.65,-44.2966,-2.57,NORMAL,319.89,4.94,1718,187,1.03,3.75,MODERADA
2025-07-08 19:06:13.651485,Bequimao,242.29,2.6456751060101036,25.07,7.07,181.53,-44.2484,-2.5589,NORMAL,267.96,3.0,535,632,1.51,0.81,RUIM
2025-07-08 19:06:13.651485,Cohama,245.39,2.407048811505015,32.59,7.33,980.76,-44.2287,-2.4877,NORMAL,336.91,4.82,2382,115,0.19,1.31,RUIM
2025-07-08 19:06:15.451485,Centro,114.2,1.1195073669389664,20.5,6.59,792.0,-44.2906,-2.515,NORMAL,467.37,1.6,1341,771,1.99,2.9,RUIM
2025-07-08 19:06:15.451485,Renascenca,34.48,0.5,32.62,7.69,227.82,-44.2562,-2.5038,ENTUPIMENTO,263.34,1.76,2308,495,1.84,4.13,RUIM
2025-07-08 19:06:15.451485,Turu,163.1,1.5582848813295465,23.87,7.22,795.98,-44.2474,-2.5379,NORMAL,277.42,4.14,2049,852,1.56,1.93,RUIM
2025-07-08 19:06:15.451485,Sao_Cristovao,166.17,1.6683160017971337,21.34,7.39,227.84,-44.2652,-2.4954,NORMAL,436.11,2.7,2171,192,0.86,0.79,RUIM
2025-07-08 19:06:15.451485,Anil,189.93,1.9515818406410783,31.89,6.96,157.52,-44.2549,-2.5227,NORMAL,575.66,1.41,711,971,1.01,1.34,RUIM
2025-07-08 19:06:15.451485,Vinhais,215.22,2.0469770533725153,29.31,6.51,175.86,-44.2966,-2.57,NORMAL,412.16,2.76,2059,548,1.24,4.3,RUIM
2025-07-08 19:06:15.451485,Bequimao,225.39,2.074262430328385,26.35,6.99,191.64,-44.2484,-2.5589,NORMAL,397.58,1.4,1554,380,1.5,4.29,RUIM
2025-07-08 19:06:15.451485,Cohama,239.93,2.434105882731727,26.97,7.88,705.07,-44.2287,-2.4877,NORMAL,589.38,3.05,2289,264,1.74,1.89,RUIM
2025-07-08 19:06:17.251485,Centro,125.86,1.2343376307075145,25.46,7.21,568.49,-44.2906,-2.515,NORMAL,228.73,1.37,988,415,1.77,4.41,RUIM
2025-07-08 19:06:17.251485,Renascenca,140.33,1.3575461496858297,30.58,8.27,207.68,-44.2562,-2.5038,NORMAL,580.28,3.5,2339,865,0.69,1.68,RUIM
2025-07-08 19:06:17.251485,Turu,173.43,1.711873439135799,27.56,6.54,973.36,-44.2474,-2.5379,NORMAL,455.93,1.78,1006,287,1.02,1.15,RUIM
2025-07-08 19:06:17.251485,Sao_Cristovao,176.8,1.8477816579673314,30.98,6.71,781.92,-44.2652,-2.4954,NORMAL,359.64,4.35,1326,578,0.19,1.4,MODERADA
2025-07-08 19:06:17.251485,Anil,194.85,1.965962990665616,23.15,8.43,660.21,-44.2549,-2.5227,NORMAL,483.84,4.86,2420,1030,1.69,3.93,RUIM
2025-07-08 19:06:17.251485,Vinhais,227.57,2.165965478524612,30.48,7.51,233.32,-44.2966,-2.57,NORMAL,308.56,4.3,818,349,1.42,3.89,MODERADA
2025-07-08 19:06:17.251485,Bequimao,58.27,0.771284043750183,23.34,7.97,86.75,-44.2484,-2.5589,ENTUPIMENTO,250.73,2.84,639,791,1.78,2.01,RUIM
2025-07-08 19:06:17.251485,Cohama,244.85,2.4053917123452195,23.6,7.33,351.86,-44.2287,-2.4877,NORMAL,200.26,4.45,1915,305,1.65,4.08,RUIM
2025-07-08 19:06:19.651485,Centro,128.16,1.33066630633685,25.93,7.08,967.3,-44.2906,-2.515,NORMAL,524.17,4.91,2253,811,1.97,3.61,RUIM
2025-07-08 19:06:19.651485,Renascenca,136.68,1.35962343901887,24.59,6.58,757.02,-44.2562,-2.5038,NORMAL,504.58,4.87,717,398,0.42,1.88,RUIM
2025-07-08 19:06:19.651485,Turu,155.96,1.4918281868334782,30.47,7.53,502.09,-44.2474,-2.5379,NORMAL,493.29,1.7,1493,712,1.56,4.54,RUIM
2025-07-08 19:06:19.651485,Sao_Cristovao,176.49,1.834071368463975,18.05,8.19,591.69,-44.2652,-2.4954,NORMAL,383.95,4.68,591,894,0.58,4.36,RUIM
2025-07-08 19:06:19.651485,Anil,183.57,1.746890284937808,21.94,7.44,755.48,-44.2549,-2.5227,NORMAL,371.64,3.54,2327,513,1.64,1.42,RUIM
2025-07-08 19:06:19.651485,Vinhais,222.5,2.306842999252715,25.13,6.55,360.41,-44.2966,-2.57,NORMAL,478.8,3.87,1480,135,1.07,4.94,RUIM
2025-07-08 19:06:19.651485,Bequimao,223.42,2.505177725327181,27.33,7.86,615.12,-44.2484,-2.5589,NORMAL,473.38,2.56,1767,427,0.22,2.91,MODERADA
2025-07-08 19:06:19.651485,Cohama,250.79,2.426639771010348,21.17,6.8,230.57,-44.2287,-2.4877,NORMAL,323.68,4.88,1163,390,1.0,3.56,MODERADA
2025-07-08 19:06:21.451485,Centro,121.83,1.179229914309964,19.9,7.73,500.82,-44.2906,-2.515,NORMAL,256.52,3.17,1279,291,0.34,2.96,MODERADA
2025-07-08 19:06:21.451485,Renascenca,146.52,1.4081444393879892,32.9,7.99,194.94,-44.2562,-2.5038,NORMAL,446.86,1.18,1070,863,1.65,4.59,RUIM
2025-07-08 19:06:21.451485,Turu,170.06,1.5810712753799563,30.69,6.73,531.37,-44.2474,-2.5379,NORMAL,351.44,1.3,2497,1024,1.15,4.37,RUIM
2025-07-08 19:06:21.451485,Sao_Cristovao,171.7,1.8905762299404267,24.81,7.5,726.25,-44.2652,-2.4954,NORMAL,373.64,2.91,717,107,1.8,3.46,RUIM
2025-07-08 19:06:21.451485,Anil,192.4,1.8846143429596973,29.54,7.65,731.14,-44.2549,-2.5227,NORMAL,447.94,1.64,1874,653,1.04,3.29,RUIM
2025-07-08 19:06:21.451485,Vinhais,222.96,2.043272325536318,32.49,7.61,890.45,-44.2966,-2.57,NORMAL,363.05,4.12,1479,485,1.54,4.33,RUIM
2025-07-08 19:06:21.451485,Bequimao,230.09,2.2240121425491726,21.45,6.86,340.82,-44.2484,-2.5589,NORMAL,410.55,1.86,1946,561,0.92,3.52,RUIM
2025-07-08 19:06:21.451485,Cohama,245.22,2.399690541854068,23.72,7.88,864.98,-44.2287,-2.4877,NORMAL,274.16,4.0,1395,687,1.51,3.4,RUIM
2025-07-08 19:06:23.251485,Centro,117.45,0.9969474105358351,32.71,7.31,101.4,-44.2906,-2.515,NORMAL,501.35,1.91,1653,524,1.2,3.7,RUIM
2025-07-08 19:06:23.251485,Renascenca,33.46,0.5,24.39,8.29,228.86,-44.2562,-2.5038,ENTUPIMENTO,363.05,3.37,2438,1019,1.57,3.07,RUIM
2025-07-08 19:06:23.251485,Turu,152.89,1.5592208989660643,20.63,6.79,389.98,-44.2474,-2.5379,NORMAL,481.11,4.01,992,445,2.0,1.92,RUIM
2025-07-08 19:06:23.251485,Sao_Cristovao,183.93,1.7845598626318009,25.04,7.62,808.8,-44.2652,-2.4954,NORMAL,324.39,3.55,1652,262,0.63,2.96,RUIM
2025-07-08 19:06:23.251485,Anil,541.42,5.0,23.53,8.45,254.41,-44.2549,-2.5227,VAZAMENTO,441.92,4.19,2071,928,1.05,3.19,RUIM
2025-07-08 19:06:23.251485,Vinhais,207.65,1.9476465200040687,27.18,6.77,683.78,-44.2966,-2.57,NORMAL,398.66,2.07,859,893,0.28,3.45,MODERADA
2025-07-08 19:06:23.251485,Bequimao,239.71,2.2941640364900318,18.26,6.71,203.14,-44.2484,-2.5589,NORMAL,495.99,3.79,619,816,1.58,0.81,RUIM
2025-07-08 19:06:23.251485,Cohama,246.22,2.3947226649051174,29.84,7.39,734.9,-44.2287,-2.4877,NORMAL,373.7,1.1,784,291,1.17,2.72,RUIM
2025-07-08 19:06:25.651485,Centro,111.4,1.2054024314386649,29.93,8.37,216.07,-44.2906,-2.515,NORMAL,220.18,1.95,1879,269,1.94,3.14,RUIM
2025-07-08 19:06:25.651485,Renascenca,136.33,1.528514587905058,26.66,6.98,661.37,-44.2562,-2.5038,NORMAL,250.13,3.75,2151,953,1.2,4.99,RUIM
2025-07-08 19:06:25.651485,Turu,154.8,1.373730930851769,19.35,7.19,123.87,-44.2474,-2.5379,NORMAL,584.43,4.28,1264,1070,1.16,0.87,RUIM
2025-07-08 19:06:25.651485,Sao_Cristovao,169.36,1.7284857806000749,32.06,7.39,850.49,-44.2652,-2.4954,NORMAL,288.02,3.39,564,764,0.4,3.09,RUIM
2025-07-08 19:06:25.651485,Anil,196.64,1.9889561433688567,21.07,7.19,851.28,-44.2549,-2.5227,NORMAL,323.56,1.24,2091,258,1.47,4.33,RUIM
2025-07-08 19:06:25.651485,Vinhais,198.81,1.9811686012164382,22.37,7.57,631.54,-44.2966,-2.57,NORMAL,433.54,1.18,1156,142,0.14,1.85,RUIM
2025-07-08 19:06:25.651485,Bequimao,245.64,2.5169256066682104,26.23,7.59,459.45,-44.2484,-2.5589,NORMAL,330.62,4.21,751,609,1.48,4.12,RUIM
2025-07-08 19:06:25.651485,Cohama,246.18,2.437393133449426,26.39,6.78,398.25,-44.2287,-2.4877,NORMAL,467.27,3.12,2145,720,1.46,4.9,RUIM
2025-07-08 19:06:27.451485,Centro,118.31,1.2772961849962434,29.75,6.86,886.88,-44.2906,-2.515,NORMAL,464.45,4.35,932,398,0.07,4.87,RUIM
2025-07-08 19:06:27.451485,Renascenca,139.51,1.4980180486746533,21.12,8.48,999.8,-44.2562,-2.5038,NORMAL,367.69,4.35,1157,743,0.43,0.63,RUIM
2025-07-08 19:06:27.451485,Turu,150.36,1.510967245453429,22.06,6.95,995.4,-44.2474,-2.5379,NORMAL,260.51,2.5,2118,1014,0.95,0.88,RUIM
2025-07-08 19:06:27.451485,Sao_Cristovao,172.89,1.8061699397625204,29.99,6.9,964.47,-44.2652,-2.4954,NORMAL,259.1,4.47,532,943,1.45,3.64,RUIM
2025-07-08 19:06:27.451485,Anil,206.8,2.105920663434395,32.52,7.93,111.83,-44.2549,-2.5227,NORMAL,464.03,2.2,1869,478,0.01,1.75,MODERADA
2025-07-08 19:06:27.451485,Vinhais,50.62,0.5054511942651123,22.35,7.43,339.35,-44.2966,-2.57,ENTUPIMENTO,307.53,1.11,806,342,1.2,3.38,RUIM
2025-07-08 19:06:27.451485,Bequimao,222.16,2.209320893103355,32.03,8.42,788.76,-44.2484,-2.5589,NORMAL,283.74,3.4,2002,160,0.56,0.77,RUIM
2025-07-08 19:06:27.451485,Cohama,241.98,2.403666784711953,21.59,7.31,862.56,-44.2287,-2.4877,NORMAL,290.83,1.14,1187,843,1.83,3.33,RUIM
2025-07-08 19:06:29.251485,Centro,112.64,1.0459662405436112,30.17,7.54,75.99,-44.2906,-2.515,NORMAL,591.15,4.51,1611,928,0.47,3.67,RUIM
2025-07-08 19:06:29.251485,Renascenca,129.65,1.2892754647350484,27.41,6.59,109.54,-44.2562,-2.5038,NORMAL,415.5,1.11,2062,1018,1.61,4.03,RUIM
2025-07-08 19:06:29.251485,Turu,172.64,1.7539790199430458,19.53,8.36,793.87,-44.2474,-2.5379,NORMAL,395.13,1.37,2050,236,0.16,2.04,RUIM
2025-07-08 19:06:29.251485,Sao_Cristovao,168.01,1.6141251776255823,32.99,6.75,135.95,-44.2652,-2.4954,NORMAL,296.5,1.94,593,325,1.38,4.18,RUIM
2025-07-08 19:06:29.251485,Anil,193.3,1.8974297415123624,23.45,8.3,271.1,-44.2549,-2.5227,NORMAL,584.36,3.12,1141,600,1.49,3.01,RUIM
2025-07-08 19:06:29.251485,Vinhais,208.23,2.1350319785932896,24.8,8.4,297.66,-44.2966,-2.57,NORMAL,546.26,4.87,1129,490,1.22,1.08,RUIM
2025-07-08 19:06:29.251485,Bequimao,218.24,2.1346737423882525,28.72,7.44,739.69,-44.2484,-2.5589,NORMAL,545.37,2.63,1517,925,1.96,3.88,RUIM
2025-07-08 19:06:29.251485,Cohama,263.3,2.5701486965820326,29.44,7.74,782.91,-44.2287,-2.4877,NORMAL,387.04,2.01,2280,679,0.1,2.83,RUIM
2025-07-08 19:06:31.651485,Centro,116.3,1.1952443639520538,31.79,6.57,795.28,-44.2906,-2.515,NORMAL,568.22,4.32,1554,545,1.9,4.72,RUIM
2025-07-08 19:06:31.651485,Renascenca,155.7,1.4914516059778438,26.44,8.19,683.84,-44.2562,-2.5038,NORMAL,259.17,2.42,1358,112,0.78,3.65,MODERADA
2025-07-08 19:06:31.651485,Turu,148.67,1.449469784728501,32.09,7.18,644.99,-44.2474,-2.5379,NORMAL,566.33,4.84,2194,855,1.7,1.34,RUIM
2025-07-08 19:06:31.651485,Sao_Cristovao,171.19,1.745729515084023,31.84,7.29,292.72,-44.2652,-2.4954,NORMAL,287.48,1.15,1266,823,1.92,2.59,RUIM
2025-07-08 19:06:31.651485,Anil,209.53,2.1122466645641587,28.28,6.7,414.64,-44.2549,-2.5227,NORMAL,403.6,2.26,1193,372,1.72,0.77,RUIM
2025-07-08 19:06:31.651485,Vinhais,225.91,2.258668175584666,29.91,8.49,881.89,-44.2966,-2.57,NORMAL,464.01,1.14,1568,579,0.18,4.51,RUIM
2025-07-08 19:06:31.651485,Bequimao,236.86,2.367773938147583,29.79,8.17,250.57,-44.2484,-2.5589,NORMAL,332.83,3.35,1877,863,0.67,2.66,MODERADA
2025-07-08 19:06:31.651485,Cohama,239.9,2.3311234945159423,20.52,7.72,158.89,-44.2287,-2.4877,NORMAL,241.74,3.67,2470,668,1.98,1.9,RUIM
2025-07-08 19:06:33.451485,Centro,29.89,0.5,23.26,7.98,549.88,-44.2906,-2.515,ENTUPIMENTO,396.16,1.49,1182,572,1.83,2.34,RUIM
2025-07-08 19:06:33.451485,Renascenca,156.95,1.4402093686594797,19.81,7.54,604.23,-44.2562,-2.5038,NORMAL,282.57,4.97,968,134,0.51,1.4,MODERADA
2025-07-08 19:06:33.451485,Turu,173.67,1.7733661799381817,19.8,6.97,773.82,-44.2474,-2.5379,NORMAL,318.41,2.96,1474,1020,0.27,4.43,RUIM
2025-07-08 19:06:33.451485,Sao_Cristovao,188.33,1.9491375179510348,22.95,7.87,391.01,-44.2652,-2.4954,NORMAL,204.5,1.87,1003,509,0.12,4.15,RUIM
2025-07-08 19:06:33.451485,Anil,182.74,1.787710777515208,30.16,6.75,418.36,-44.2549,-2.5227,NORMAL,480.88,2.04,1708,114,0.8,4.21,RUIM
2025-07-08 19:06:33.451485,Vinhais,213.66,2.217784623197159,22.32,8.17,259.97,-44.2966,-2.57,NORMAL,389.43,3.83,1148,344,0.7,1.25,MODERADA
2025-07-08 19:06:33.451485,Bequimao,222.92,2.088310646975757,21.38,7.29,483.15,-44.2484,-2.5589,NORMAL,500.02,4.06,1239,185,0.01,3.95,RUIM
2025-07-08 19:06:33.451485,Cohama,676.34,5.0,23.41,7.61,365.08,-44.2287,-2.4877,VAZAMENTO,259.92,1.55,1565,471,1.5,2.77,RUIM
2025-07-08 19:06:35.251485,Centro,32.14,0.5,22.81,7.4,308.99,-44.2906,-2.515,ENTUPIMENTO,298.2,4.3,654,199,0.03,2.7,MODERADA
2025-07-08 19:06:35.251485,Renascenca,143.22,1.391752444900209,18.87,7.42,781.75,-44.2562,-2.5038,NORMAL,275.93,3.72,2500,955,1.53,2.17,RUIM
2025-07-08 19:06:35.251485,Turu,158.39,1.6123971142577045,19.05,7.45,757.18,-44.2474,-2.5379,NORMAL,473.81,2.19,602,969,0.23,2.76,MODERADA
2025-07-08 19:06:35.251485,Sao_Cristovao,165.0,1.6268590881014209,27.62,7.66,907.24,-44.2652,-2.4954,NORMAL,315.85,3.25,2406,1042,1.11,4.28,RUIM
2025-07-08 19:06:35.251485,Anil,207.36,2.1034465498434844,28.28,6.59,337.09,-44.2549,-2.5227,NORMAL,409.74,4.79,658,596,1.17,1.56,MODERADA
2025-07-08 19:06:35.251485,Vinhais,208.87,2.247564886614057,26.62,8.25,930.85,-44.2966,-2.57,NORMAL,543.02,2.84,1430,529,0.02,3.39,RUIM
2025-07-08 19:06:35.251485,Bequimao,231.54,2.178404287614757,28.21,7.02,679.99,-44.2484,-2.5589,NORMAL,365.71,4.82,2245,1040,0.59,1.26,RUIM
2025-07-08 19:06:35.251485,Cohama,247.47,2.539409474249206,27.18,6.94,406.25,-44.2287,-2.4877,NORMAL,276.13,4.95,1273,449,1.05,2.83,MODERADA
2025-07-08 19:06:37.651485,Centro,125.06,1.2435286313101617,32.52,7.03,512.96,-44.2906,-2.515,NORMAL,431.87,3.94,2381,596,0.02,2.93,RUIM
2025-07-08 19:06:37.651485,Renascenca,140.51,1.2085886896934679,21.47,7.69,382.27,-44.2562,-2.5038,NORMAL,531.16,1.78,1174,872,1.21,0.99,RUIM
2025-07-08 19:06:37.651485,Turu,149.87,1.5161592357501508,30.71,7.03,971.01,-44.2474,-2.5379,NORMAL,454.88,3.32,2121,836,1.46,4.63,RUIM
2025-07-08 19:06:37.651485,Sao_Cristovao,183.13,1.7185506328457603,28.28,8.33,67.63,-44.2652,-2.4954,NORMAL,445.38,1.67,1384,1006,1.49,4.74,RUIM
2025-07-08 19:06:37.651485,Anil,199.12,2.1172475077112143,22.76,7.22,136.8,-44.2549,-2.5227,NORMAL,330.24,4.36,808,350,0.62,4.71,RUIM
2025-07-08 19:06:37.651485,Vinhais,228.01,2.181711854730189,19.34,7.83,345.06,-44.2966,-2.57,NORMAL,343.88,3.53,1293,426,0.46,3.69,MODERADA
2025-07-08 19:06:37.651485,Bequimao,217.33,2.2078509261949333,27.78,8.1,806.77,-44.2484,-2.5589,NORMAL,462.72,2.6,1737,854,0.48,4.25,RUIM
2025-07-08 19:06:37.651485,Cohama,240.52,2.3061616410321917,19.78,6.9,148.12,-44.2287,-2.4877,NORMAL,489.73,2.88,1044,291,0.28,2.72,MODERADA
2025-07-08 19:06:39.451485,Centro,120.69,1.1765252554681929,25.18,6.81,437.32,-44.2906,-2.515,NORMAL,372.78,1.82,661,837,0.27,3.29,RUIM
2025-07-08 19:06:39.451485,Renascenca,141.79,1.294352098321297,32.3,7.23,363.37,-44.2562,-2.5038,NORMAL,387.63,1.89,699,981,0.48,3.81,RUIM
2025-07-08 19:06:39.451485,Turu,172.36,1.7511215610285074,19.66,7.32,235.61,-44.2474,-2.5379,NORMAL,552.13,3.36,1380,609,0.37,1.84,RUIM
2025-07-08 19:06:39.451485,Sao_Cristovao,173.79,1.712677498049527,26.94,6.82,65.18,-44.2652,-2.4954,NORMAL,276.18,2.95,2031,1079,0.98,1.7,RUIM
2025-07-08 19:06:39.451485,Anil,515.73,5.0,26.85,7.89,438.99,-44.2549,-2.5227,VAZAMENTO,359.25,2.9,511,538,0.8,0.74,MODERADA
2025-07-08 19:06:39.451485,Vinhais,214.15,2.153882352072955,32.75,7.75,417.45,-44.2966,-2.57,NORMAL,231.56,4.57,1506,819,0.49,1.56,MODERADA
2025-07-08 19:06:39.451485,Bequimao,229.93,2.209720214716697,30.19,6.88,181.25,-44.2484,-2.5589,NORMAL,588.51,4.86,2051,310,1.8,4.57,RUIM
2025-07-08 19:06:39.451485,Cohama,242.64,2.4558068817409393,30.76,6.64,252.51,-44.2287,-2.4877,NORMAL,595.56,4.54,2436,480,0.89,2.85,RUIM
2025-07-08 19:06:41.251485,Centro,121.36,1.2382659741391027,23.19,6.89,769.37,-44.2906,-2.515,NORMAL,237.68,2.33,1979,1088,0.71,4.8,RUIM
